代码,简称,日期,前收盘价,开盘价,最高价,最低价,收盘价,成交量(股),成交金额(元),涨跌,涨跌幅(%)
000985.CSI,中证全指,2005/1/4,--,995.341,995.341,982.593,984.398,1106523350,6429268155,--,--
000985.CSI,中证全指,2005/1/5,984.398,983.513,1000.139,983.23,997.134,1276698961,7531883702,12.736,1.2938
000985.CSI,中证全指,2005/1/6,997.134,997.624,997.624,984.555,987.528,1102655497,6515273213,-9.606,-0.9634
000985.CSI,中证全指,2005/1/7,987.528,986.91,1000.401,984.028,989.611,1264492253,7726490272,2.083,0.2109
000985.CSI,中证全指,2005/1/10,989.611,989.121,998.967,985.737,998.967,1055058618,6429718664,9.356,0.9454
000985.CSI,中证全指,2005/1/11,998.967,999.142,1003.403,994.984,1001.779,1093698825,6532362494,2.812,0.2815
000985.CSI,中证全指,2005/1/12,1001.779,998.795,1001.3,993.283,1001.3,1053580309,6093923120,-0.479,-0.0478
000985.CSI,中证全指,2005/1/13,1001.3,1000.534,1004.491,998.062,1002.702,1327428694,7998573181,1.402,0.14
000985.CSI,中证全指,2005/1/14,1002.702,1002.488,1009.075,992.085,992.284,1389950500,7830144460,-10.418,-1.039
000985.CSI,中证全指,2005/1/17,992.284,983.124,984.26,968.58,970.812,1498351694,8305820100,-21.472,-2.1639
000985.CSI,中证全指,2005/1/18,970.812,970.495,980.544,965.918,980.544,1483548572,8078482836,9.732,1.0025
000985.CSI,中证全指,2005/1/19,980.544,980.222,980.222,971.874,974.092,1354468759,7128202277,-6.452,-0.658
000985.CSI,中证全指,2005/1/20,974.092,970.523,970.523,957.806,962.024,1502328558,8312744972,-12.068,-1.2389
000985.CSI,中证全指,2005/1/21,962.024,960.481,984.274,948.657,984.274,2439454529,13397471259,22.25,2.3128
000985.CSI,中证全指,2005/1/24,984.274,996.023,1001.74,990.688,1001.43,2631210974,14751497584,17.156,1.743
000985.CSI,中证全指,2005/1/25,1001.43,998.963,998.963,986.735,997.723,1769581434,10395859189,-3.707,-0.3702
000985.CSI,中证全指,2005/1/26,997.723,993.67,997.4,987.812,988.751,1451011360,8364413136,-8.972,-0.8992
000985.CSI,中证全指,2005/1/27,988.751,986.565,986.565,972.954,973.29,1380597406,7679686764,-15.461,-1.5637
000985.CSI,中证全指,2005/1/28,973.29,973.29,973.424,959.529,962.246,1251732910,6666637118,-11.044,-1.1347
000985.CSI,中证全指,2005/1/31,962.246,958.52,958.52,940.515,941.299,1356927199,7182866544,-20.947,-2.1769
000985.CSI,中证全指,2005/2/1,941.299,939.16,949.896,936.215,937.55,1444451163,7653039134,-3.749,-0.3983
000985.CSI,中证全指,2005/2/2,937.55,937.728,987.942,937.728,987.942,2761289931,15673908445,50.392,5.3749
000985.CSI,中证全指,2005/2/3,987.942,986.846,992.521,971.652,972.193,2716085060,15303494014,-15.749,-1.5941
000985.CSI,中证全指,2005/2/4,972.193,971.321,995.414,969.442,992.605,2401501988,13934756349,20.412,2.0996
000985.CSI,中证全指,2005/2/16,992.605,998.382,1009.104,995.345,1000.771,1991863581,11467562008,8.166,0.8227
000985.CSI,中证全指,2005/2/17,1000.771,1001.047,1001.128,990.848,1001.128,1605655256,9003655796,0.357,0.0357
000985.CSI,中证全指,2005/2/18,1001.128,1000.784,1000.784,987.584,987.637,1520592990,8339025215,-13.491,-1.3476
000985.CSI,中证全指,2005/2/21,987.637,988.053,1006.17,988.053,1006.17,1783004071,10213281216,18.533,1.8765
000985.CSI,中证全指,2005/2/22,1006.17,1007.168,1029.663,1005.43,1029.043,3354199167,19335436515,22.873,2.2733
000985.CSI,中证全指,2005/2/23,1029.043,1029.421,1036.788,1023.127,1031.987,3563300056,20558383657,2.944,0.2861
000985.CSI,中证全指,2005/2/24,1031.987,1030.517,1034.488,1024.35,1034.488,2905258115,16843328090,2.501,0.2423
000985.CSI,中证全指,2005/2/25,1034.488,1035.006,1046.97,1035.006,1035.396,3409866643,20431658970,0.908,0.0878
000985.CSI,中证全指,2005/2/28,1035.396,1034.734,1036.567,1026.445,1030.365,2545751772,15264015301,-5.031,-0.4859
000985.CSI,中证全指,2005/3/1,1030.365,1029.835,1032.908,1022.139,1028.346,2176298886,12655009132,-2.019,-0.1959
000985.CSI,中证全指,2005/3/2,1028.346,1028.607,1035.857,1013.18,1013.528,2689854445,15913464013,-14.818,-1.441
000985.CSI,中证全指,2005/3/3,1013.528,1011.861,1019.6,1005.896,1019.344,1844783680,10532520698,5.816,0.5738
000985.CSI,中证全指,2005/3/4,1019.344,1019.484,1021.8,1012.578,1013.949,1603353617,9672657654,-5.395,-0.5293
000985.CSI,中证全指,2005/3/7,1013.949,1014.659,1020.035,1014.12,1019.025,1568382231,9652832457,5.076,0.5006
000985.CSI,中证全指,2005/3/8,1019.025,1021.655,1038.901,1021.655,1038.901,2581741312,16892907376,19.876,1.9505
000985.CSI,中证全指,2005/3/9,1038.901,1041.21,1044.1,1033.081,1038.784,2849521923,17655176663,-0.117,-0.0113
000985.CSI,中证全指,2005/3/10,1038.784,1038.849,1038.849,1011.085,1013.799,2498141488,15269360682,-24.985,-2.4052
000985.CSI,中证全指,2005/3/11,1013.799,1012.307,1019.086,1008.62,1018.754,2110488357,13473429260,4.955,0.4888
000985.CSI,中证全指,2005/3/14,1018.754,1018.512,1028.704,1004.778,1019.298,2640391851,17679779198,0.544,0.0534
000985.CSI,中证全指,2005/3/15,1019.298,1019.213,1019.213,1002.456,1003.893,2264067043,14484965579,-15.405,-1.5113
000985.CSI,中证全指,2005/3/16,1003.893,1002.443,1002.443,988.047,993.925,1948501013,12357595039,-9.968,-0.9929
000985.CSI,中证全指,2005/3/17,993.925,992.784,994.437,982.395,982.481,1873291415,11676174459,-11.444,-1.1514
000985.CSI,中证全指,2005/3/18,982.481,981.241,984.331,962.951,965.946,1824605577,11142894372,-16.535,-1.683
000985.CSI,中证全指,2005/3/21,965.946,964.441,969.136,959.202,968.006,1387836956,8469425177,2.06,0.2133
000985.CSI,中证全指,2005/3/22,968.006,967.333,967.333,942.422,946.215,2078555759,12133310208,-21.791,-2.2511
000985.CSI,中证全指,2005/3/23,946.215,944.887,958.077,938.143,942.915,1967611204,12077361865,-3.3,-0.3488
000985.CSI,中证全指,2005/3/24,942.915,941.489,950.122,933.271,950.122,1632575782,10508179460,7.207,0.7643
000985.CSI,中证全指,2005/3/25,950.122,949.81,952.075,945.326,948.206,1379277376,7847118678,-1.916,-0.2017
000985.CSI,中证全指,2005/3/28,948.206,946.896,946.896,931.472,943.827,1336856493,7640776089,-4.379,-0.4618
000985.CSI,中证全指,2005/3/29,943.827,943.407,950.575,937.942,938.151,1369937962,8089500990,-5.676,-0.6014
000985.CSI,中证全指,2005/3/30,938.151,935.81,935.81,915.908,916.088,1671298248,9403813910,-22.063,-2.3518
000985.CSI,中证全指,2005/3/31,916.088,914.122,922.096,907.656,922.096,1475542320,7882221101,6.008,0.6558
000985.CSI,中证全指,2005/4/1,922.096,921.396,965.146,915.718,955.985,2799248474,16079410329,33.889,3.6752
000985.CSI,中证全指,2005/4/4,955.985,947.015,949.818,938.849,939.433,2039521999,12022438056,-16.552,-1.7314
000985.CSI,中证全指,2005/4/5,939.433,937.84,942.452,930.958,932.209,1714476414,9933437407,-7.224,-0.769
000985.CSI,中证全指,2005/4/6,932.209,932.209,950.441,924.954,948.751,2509535694,15668532802,16.542,1.7745
000985.CSI,中证全指,2005/4/7,948.751,950.157,974.194,948.825,961.072,3604689654,21536285329,12.321,1.2987
000985.CSI,中证全指,2005/4/8,961.072,960.88,978.589,956.294,978.589,2754283720,15899694291,17.517,1.8227
000985.CSI,中证全指,2005/4/11,978.589,978.822,984.015,970.351,973.075,2962865947,17688955096,-5.514,-0.5635
000985.CSI,中证全指,2005/4/12,973.075,971.564,971.564,954.641,954.876,2005875449,11620109218,-18.199,-1.8703
000985.CSI,中证全指,2005/4/13,954.876,961.994,980.383,961.994,977.373,2906405537,16975749506,22.497,2.356
000985.CSI,中证全指,2005/4/14,977.373,980.42,980.42,962.576,963.445,2436328896,13854627850,-13.928,-1.425
000985.CSI,中证全指,2005/4/15,963.445,959.358,959.358,945.563,946.919,2144205137,12135231278,-16.526,-1.7153
000985.CSI,中证全指,2005/4/18,946.919,943.935,943.935,930.073,935.082,1710130759,9489127820,-11.837,-1.2501
000985.CSI,中证全指,2005/4/19,935.082,934.035,938.036,928.595,936.694,1699076226,9604059309,1.612,0.1724
000985.CSI,中证全指,2005/4/20,936.694,935.398,935.398,917.571,920.522,1754650690,9515746004,-16.172,-1.7265
000985.CSI,中证全指,2005/4/21,920.522,918.333,923.744,906.185,909.624,1987870232,10957251490,-10.898,-1.1839
000985.CSI,中证全指,2005/4/22,909.624,908.248,912.177,897.781,902.047,2068862193,11146365328,-7.577,-0.833
000985.CSI,中证全指,2005/4/25,902.047,892.596,894.771,880.415,889.918,2084470994,11040324932,-12.129,-1.3446
000985.CSI,中证全指,2005/4/26,889.918,887.88,902.575,886.099,900.096,2186469039,11660185369,10.178,1.1437
000985.CSI,中证全指,2005/4/27,900.096,901.949,901.949,887.636,887.98,2008831225,10899343395,-12.116,-1.3461
000985.CSI,中证全指,2005/4/28,887.98,885.117,906.443,878.138,904.973,2668912610,14206748080,16.993,1.9137
000985.CSI,中证全指,2005/4/29,904.973,903.984,904.433,893.139,894.518,2104493971,11338935027,-10.455,-1.1553
000985.CSI,中证全指,2005/5/9,894.518,896.181,896.181,869.77,869.815,1533724701,8071357370,-24.703,-2.7616
000985.CSI,中证全指,2005/5/10,869.815,866.282,872.162,849.645,872.162,1858583412,9680356125,2.347,0.2698
000985.CSI,中证全指,2005/5/11,872.162,870.992,875.568,862.316,863.159,1654798343,8647745790,-9.003,-1.0323
000985.CSI,中证全指,2005/5/12,863.159,861.397,861.397,848.282,851.456,1781680211,9668216697,-11.703,-1.3558
000985.CSI,中证全指,2005/5/13,851.456,849.544,862.282,843.545,854.902,1965410647,9946144871,3.446,0.4047
000985.CSI,中证全指,2005/5/16,854.902,853.691,853.691,840.166,845.455,1552978252,7754395218,-9.447,-1.105
000985.CSI,中证全指,2005/5/17,845.455,843.62,857.412,840.725,853.112,1686855036,8057307099,7.657,0.9057
000985.CSI,中证全指,2005/5/18,853.112,852.533,860.367,845.002,856.269,1560933547,7856378514,3.157,0.3701
000985.CSI,中证全指,2005/5/19,856.269,855.83,859.341,845.732,856.675,1574534141,7522218341,0.406,0.0474
000985.CSI,中证全指,2005/5/20,856.675,855.928,861.079,852.481,853.736,1437846661,6893366129,-2.939,-0.3431
000985.CSI,中证全指,2005/5/23,853.736,850.166,850.166,830.593,831.271,1468053050,6644573067,-22.465,-2.6314
000985.CSI,中证全指,2005/5/24,831.271,828.701,842.406,827.256,840.028,1689844836,7863977824,8.757,1.0534
000985.CSI,中证全指,2005/5/25,840.028,839.567,846.705,835.009,840.547,1569120294,7136104106,0.519,0.0618
000985.CSI,中证全指,2005/5/26,840.547,839.762,844.02,827.852,829.978,1423487977,6702789485,-10.569,-1.2574
000985.CSI,中证全指,2005/5/27,829.978,828.139,834.651,821.844,822.451,1462910946,7129492701,-7.527,-0.9069
000985.CSI,中证全指,2005/5/30,822.451,820.392,830.301,816.731,828.845,1335973244,6326954189,6.394,0.7774
000985.CSI,中证全指,2005/5/31,828.845,829.64,834.39,826.269,828.614,1404980879,6353057478,-0.231,-0.0279
000985.CSI,中证全指,2005/6/1,828.614,827.864,828.739,810.232,811.21,1531448378,7195119868,-17.404,-2.1004
000985.CSI,中证全指,2005/6/2,811.21,809.39,809.39,791.309,795.82,1719348043,8436404522,-15.39,-1.8972
000985.CSI,中证全指,2005/6/3,795.82,793.985,799.266,784.427,794.355,1515706753,7081359135,-1.465,-0.1841
000985.CSI,中证全指,2005/6/6,794.355,792.975,811.387,783.144,811.387,1632581337,7632777125,17.032,2.1441
000985.CSI,中证全指,2005/6/7,811.387,813.377,828.752,809.193,811.105,2411858358,11921575729,-0.282,-0.0348
000985.CSI,中证全指,2005/6/8,811.105,816.939,878.286,816.939,875.887,5756982936,27951424868,64.782,7.9869
000985.CSI,中证全指,2005/6/9,875.887,876.461,893.736,869.39,882.529,5810578956,28905685864,6.642,0.7583
000985.CSI,中证全指,2005/6/10,882.529,882.217,882.217,861.384,864.606,3945092564,19482445042,-17.923,-2.0309
000985.CSI,中证全指,2005/6/13,864.606,863.138,867.803,848.402,863.214,2752534228,13089428437,-1.392,-0.161
000985.CSI,中证全指,2005/6/14,863.214,865,872.093,850.675,850.882,2637133117,12732144094,-12.332,-1.4286
000985.CSI,中证全指,2005/6/15,850.882,848.308,848.308,830.849,832.145,2137295805,10474376158,-18.737,-2.2021
000985.CSI,中证全指,2005/6/16,832.145,831.219,841.904,824.827,841.904,2006622463,10055675224,9.759,1.1728
000985.CSI,中证全指,2005/6/17,841.904,845.145,845.145,838.154,841.001,2385077285,12301460366,-0.903,-0.1073
000985.CSI,中证全指,2005/6/20,841.001,841.305,864.944,831.227,864.944,3155256930,16005680765,23.943,2.847
000985.CSI,中证全指,2005/6/21,864.944,864.75,864.75,853.94,855.841,2344326269,11658321359,-9.103,-1.0524
000985.CSI,中证全指,2005/6/22,855.841,854.134,859.458,850.379,858.976,1939086365,9778413011,3.135,0.3663
000985.CSI,中证全指,2005/6/23,858.976,858.067,861.868,850.618,850.749,1837757272,9330821525,-8.227,-0.9578
000985.CSI,中证全指,2005/6/24,850.749,848.724,854.608,845.099,854.608,1726442368,8129215841,3.859,0.4536
000985.CSI,中证全指,2005/6/27,854.608,859.615,876.684,859.615,873.376,3230070605,16097128412,18.768,2.1961
000985.CSI,中证全指,2005/6/28,873.376,871.769,871.769,858.21,860.305,2076345200,10149313396,-13.071,-1.4966
000985.CSI,中证全指,2005/6/29,860.305,861.791,862.217,855.377,855.782,1956946128,9790978117,-4.523,-0.5257
000985.CSI,中证全指,2005/6/30,855.782,854.203,854.203,834.296,835.013,2068486040,9926512481,-20.769,-2.4269
000985.CSI,中证全指,2005/7/1,835.013,832.197,832.197,810.536,811.078,2148175741,9732241669,-23.935,-2.8664
000985.CSI,中证全指,2005/7/4,811.078,806.759,806.759,790.022,804.441,1897200951,7964536537,-6.637,-0.8183
000985.CSI,中证全指,2005/7/5,804.441,802.079,804.724,794.698,798.465,1534358697,7583944639,-5.976,-0.7429
000985.CSI,中证全指,2005/7/6,798.465,798.922,803.469,790.485,793.749,1391546073,6480687582,-4.716,-0.5906
000985.CSI,中证全指,2005/7/7,793.749,793.508,797.918,790.564,796.39,1275541587,5612332826,2.641,0.3327
000985.CSI,中证全指,2005/7/8,796.39,794.49,794.49,777.046,777.805,1567668083,6671890272,-18.585,-2.3337
000985.CSI,中证全指,2005/7/11,777.805,781.69,795.303,770.615,771.143,1687743101,7392034913,-6.662,-0.8565
000985.CSI,中证全指,2005/7/12,771.143,768.903,797.595,767.524,797.216,2678690429,12159899215,26.073,3.3811
000985.CSI,中证全指,2005/7/13,797.216,795.969,796.542,787.967,791.079,1914971770,8634231976,-6.137,-0.7698
000985.CSI,中证全指,2005/7/14,791.079,789.878,798.029,788.896,792.691,1809791226,8208789506,1.612,0.2038
000985.CSI,中证全指,2005/7/15,792.691,792.35,796.301,777.539,780.149,1842057878,7863072346,-12.542,-1.5822
000985.CSI,中证全指,2005/7/18,780.149,778.094,778.094,765.232,767.933,1634936114,6640155681,-12.216,-1.5659
000985.CSI,中证全指,2005/7/19,767.933,766.514,774.51,764.002,771.548,1480297061,6177932925,3.615,0.4707
000985.CSI,中证全指,2005/7/20,771.548,771.162,779.326,768.23,777.295,1574182538,6733250347,5.747,0.7449
000985.CSI,中证全指,2005/7/21,777.295,776.927,777.058,768.734,776.729,1620730977,7119515690,-0.566,-0.0728
000985.CSI,中证全指,2005/7/22,776.729,776.624,798.962,776.613,792.907,3701371812,16148882335,16.178,2.0828
000985.CSI,中证全指,2005/7/25,792.907,791.863,793.366,787.944,790.801,2162030055,9627856519,-2.106,-0.2656
000985.CSI,中证全指,2005/7/26,790.801,790.331,811.079,790.331,809.068,3686795337,16429886229,18.267,2.3099
000985.CSI,中证全指,2005/7/27,809.068,809.347,825.133,807.355,825.133,3634917632,15879914241,16.065,1.9856
000985.CSI,中证全指,2005/7/28,825.133,825.198,831.024,819.952,822.623,3877903182,17374440995,-2.51,-0.3042
000985.CSI,中证全指,2005/7/29,822.623,821.277,823.356,815.113,819.927,2664923702,11329551792,-2.696,-0.3277
000985.CSI,中证全指,2005/8/1,819.927,819.558,827.5,818.073,824.124,2239721754,9610046397,4.197,0.5119
000985.CSI,中证全指,2005/8/2,824.124,824.584,836.389,821.059,836.389,2912655780,12043058921,12.265,1.4882
000985.CSI,中证全指,2005/8/3,836.389,837.942,852.293,836.806,842.608,4913983957,20721526996,6.219,0.7436
000985.CSI,中证全指,2005/8/4,842.608,840.74,841.806,835.094,837.464,3002193126,12811587870,-5.144,-0.6105
000985.CSI,中证全指,2005/8/5,837.464,838.349,858.69,838.349,858.69,4075545007,19074966301,21.226,2.5346
000985.CSI,中证全指,2005/8/8,858.69,861.825,869.969,859.958,865.498,4657983906,22001176911,6.808,0.7928
000985.CSI,中证全指,2005/8/9,865.498,865.701,874.092,858.169,874.092,4216297048,19233826102,8.594,0.993
000985.CSI,中证全指,2005/8/10,874.092,874.437,882.309,866.915,882.309,4702647018,20876788708,8.217,0.9401
000985.CSI,中证全指,2005/8/11,882.309,882.575,894.389,880.825,894.389,5456072069,25977293453,12.08,1.3691
000985.CSI,中证全指,2005/8/12,894.389,895.321,899.575,875.8,879.532,6036557773,27968399857,-14.857,-1.6611
000985.CSI,中证全指,2005/8/15,879.532,881.308,900.267,879.9,900.267,4478623903,22333004947,20.735,2.3575
000985.CSI,中证全指,2005/8/16,900.267,901.587,905.458,890.381,894.786,4988714611,24338910758,-5.481,-0.6088
000985.CSI,中证全指,2005/8/17,894.786,893.577,906.064,880.337,906.064,5002379789,23467584003,11.278,1.2604
000985.CSI,中证全指,2005/8/18,906.064,909.29,914.512,875.855,876.165,7241976423,33681856880,-29.899,-3.2999
000985.CSI,中证全指,2005/8/19,876.165,872.97,880.569,864.109,877.254,4627806709,21093705813,1.089,0.1243
000985.CSI,中证全指,2005/8/22,877.254,876.876,886.028,874.151,886.028,3465319540,15558433414,8.774,1.0002
000985.CSI,中证全指,2005/8/23,886.028,885.887,885.887,869.361,875.706,3112642995,14040513004,-10.322,-1.165
000985.CSI,中证全指,2005/8/24,875.706,875.833,885.473,875.833,884.031,3148514027,14355325064,8.325,0.9507
000985.CSI,中证全指,2005/8/25,884.031,884.429,888.011,876.827,888.011,3413290995,15178991708,3.98,0.4502
000985.CSI,中证全指,2005/8/26,888.011,888.61,889.356,882.403,888.396,3554862810,15642797446,0.385,0.0434
000985.CSI,中证全指,2005/8/29,888.396,888.102,888.102,875.151,878.985,3378657590,14498984957,-9.411,-1.0593
000985.CSI,中证全指,2005/8/30,878.985,877.833,880.014,874.657,875.316,2806267183,12416700519,-3.669,-0.4174
000985.CSI,中证全指,2005/8/31,875.316,875.285,890.211,872.157,890.211,3380476180,15072874376,14.895,1.7017
000985.CSI,中证全指,2005/9/1,890.211,891.012,907.993,888.971,907.993,5035254059,22507930318,17.782,1.9975
000985.CSI,中证全指,2005/9/2,907.993,909.329,912.617,905.434,912.5,4378867110,19829232204,4.507,0.4964
000985.CSI,中证全指,2005/9/5,912.5,913.89,920.525,910.809,920.525,3887217159,17603569838,8.025,0.8795
000985.CSI,中证全指,2005/9/6,920.525,921.461,925.702,901.069,902.571,4980916062,23083351783,-17.954,-1.9504
000985.CSI,中证全指,2005/9/7,902.571,900.733,922.032,900.52,922.032,4343734180,20415417745,19.461,2.1562
000985.CSI,中证全指,2005/9/8,922.032,923.763,927.38,916.362,924.089,4748625304,22945040192,2.057,0.2231
000985.CSI,中证全指,2005/9/9,924.089,923.926,926.425,914.147,916.529,3367452259,16002519326,-7.56,-0.8181
000985.CSI,中证全指,2005/9/12,916.529,915.869,919.463,912.969,918.468,2462973121,11445104382,1.939,0.2116
000985.CSI,中证全指,2005/9/13,918.468,918.022,934.995,918.022,934.995,3692738295,17306928837,16.527,1.7994
000985.CSI,中证全指,2005/9/14,934.995,934.101,943.113,933.511,943.113,4711184886,22400600111,8.118,0.8682
000985.CSI,中证全指,2005/9/15,943.113,941.309,945.408,938.738,943.99,3939592747,18887540805,0.877,0.093
000985.CSI,中证全指,2005/9/16,943.99,943.039,944.187,938.095,942.49,3329040075,15764142785,-1.5,-0.1589
000985.CSI,中证全指,2005/9/19,942.49,941.93,949.929,941.009,949.929,3615015660,17021068052,7.439,0.7893
000985.CSI,中证全指,2005/9/20,949.929,949.372,950.184,935.666,942.144,4581085346,21857406294,-7.785,-0.8195
000985.CSI,中证全指,2005/9/21,942.144,937.765,939.605,925.887,926.025,4581311637,20890242751,-16.119,-1.7109
000985.CSI,中证全指,2005/9/22,926.025,923.552,923.552,890.489,900.712,4297891732,19806881625,-25.313,-2.7335
000985.CSI,中证全指,2005/9/23,900.712,903.023,903.023,891.119,891.457,2826200734,13100483154,-9.255,-1.0275
000985.CSI,中证全指,2005/9/26,891.457,890.727,895.3,887.624,895.3,2099743365,10099095578,3.843,0.4311
000985.CSI,中证全指,2005/9/27,895.3,895.716,897.572,879.394,879.669,2635347396,12595850476,-15.631,-1.7459
000985.CSI,中证全指,2005/9/28,879.669,878.553,885.393,875.789,878.079,2186772228,10250767087,-1.59,-0.1807
000985.CSI,中证全指,2005/9/29,878.079,878.321,892.875,878.321,892.875,2709648958,12837821288,14.796,1.685
000985.CSI,中证全指,2005/9/30,892.875,893.366,894.324,889.913,892.571,2184376106,10613498630,-0.304,-0.034
000985.CSI,中证全指,2005/10/10,892.571,892.441,892.441,881.558,881.747,1751555467,8457293616,-10.824,-1.2127
000985.CSI,中证全指,2005/10/11,881.747,880.926,896.938,878.315,896.938,2036441040,9960115550,15.191,1.7228
000985.CSI,中证全指,2005/10/12,896.938,897.507,905.653,893.846,902.745,2746743194,14091630628,5.807,0.6474
000985.CSI,中证全指,2005/10/13,902.745,902.894,904.863,896.951,897.117,2491538310,12948025303,-5.628,-0.6234
000985.CSI,中证全指,2005/10/14,897.117,896.675,896.847,885.372,886.964,2314846440,11837740439,-10.153,-1.1317
000985.CSI,中证全指,2005/10/17,886.964,885.587,885.587,877.522,883.72,2275205505,11355901185,-3.244,-0.3657
000985.CSI,中证全指,2005/10/18,883.72,883.504,892.378,883.504,892.378,2727012553,13560817365,8.658,0.9797
000985.CSI,中证全指,2005/10/19,892.378,892.134,897.434,886.075,887.385,2801235527,13406428923,-4.993,-0.5595
000985.CSI,中证全指,2005/10/20,887.385,887.026,887.689,876.137,887.689,2808994171,13548240630,0.304,0.0343
000985.CSI,中证全指,2005/10/21,887.689,887.705,896.467,886.435,893.329,2763011554,13362394120,5.64,0.6354
000985.CSI,中证全指,2005/10/24,893.329,893.864,896.359,889.82,895.323,2574298258,12276591368,1.994,0.2232
000985.CSI,中证全指,2005/10/25,895.323,894.464,894.464,879.927,880.055,2551182202,12265734818,-15.268,-1.7053
000985.CSI,中证全指,2005/10/26,880.055,878.133,878.133,857.968,858.769,2859728582,13225004940,-21.286,-2.4187
000985.CSI,中证全指,2005/10/27,858.769,856.114,861.384,851.019,856.1,2553551639,11907184975,-2.669,-0.3108
000985.CSI,中证全指,2005/10/28,856.1,855.556,858.853,832.359,841.297,2654285972,11904842882,-14.803,-1.7291
000985.CSI,中证全指,2005/10/31,841.297,839.461,849.315,839.461,847.653,2200430875,9813216182,6.356,0.7555
000985.CSI,中证全指,2005/11/1,847.653,847.086,847.086,832.081,843.352,2153281447,9682162207,-4.301,-0.5074
000985.CSI,中证全指,2005/11/2,843.352,843.451,858.083,843.451,856.062,2809623164,12561325750,12.71,1.5071
000985.CSI,中证全指,2005/11/3,856.062,855.638,857.964,845.436,847.455,2509890217,11413713995,-8.607,-1.0054
000985.CSI,中证全指,2005/11/4,847.455,846.336,851.935,841.564,851.935,2007441955,9347924758,4.48,0.5286
000985.CSI,中证全指,2005/11/7,851.935,851.075,853.823,844.841,853.823,1871341556,8714523968,1.888,0.2216
000985.CSI,中证全指,2005/11/8,853.823,853.294,859.181,847.673,859.181,2231550763,9965587801,5.358,0.6275
000985.CSI,中证全指,2005/11/9,859.181,859.246,861.667,856.394,856.534,2495490836,11573162912,-2.647,-0.3081
000985.CSI,中证全指,2005/11/10,856.534,855.619,855.619,837.501,837.798,2527519644,11516816407,-18.736,-2.1874
000985.CSI,中证全指,2005/11/11,837.798,835.835,843.206,832.868,840.247,2020981627,8870500577,2.449,0.2923
000985.CSI,中证全指,2005/11/14,840.247,838.514,839.955,835.571,839.955,1427884241,6303412627,-0.292,-0.0348
000985.CSI,中证全指,2005/11/15,839.955,839.868,844.071,831.268,834.368,1840355592,8511137187,-5.587,-0.6652
000985.CSI,中证全指,2005/11/16,834.368,833.618,840.515,824.696,840.515,1854517984,8081414843,6.147,0.7367
000985.CSI,中证全指,2005/11/17,840.515,840.438,842.652,837.029,839.906,1811595473,7956181369,-0.609,-0.0725
000985.CSI,中证全指,2005/11/18,839.906,839.468,860.643,839.438,858.491,3397957681,15409244405,18.585,2.2127
000985.CSI,中证全指,2005/11/21,858.491,858.629,862.267,856.833,860.295,2290984540,10065472514,1.804,0.2101
000985.CSI,中证全指,2005/11/22,860.295,860.361,860.361,845.336,845.451,2095109098,8944068102,-14.844,-1.7255
000985.CSI,中证全指,2005/11/23,845.451,845.036,852.118,844.837,851.88,1805267672,7478677164,6.429,0.7604
000985.CSI,中证全指,2005/11/24,851.88,851.494,859.4,851.404,856.341,2415353394,10245811789,4.461,0.5237
000985.CSI,中证全指,2005/11/25,856.341,856.268,857.815,852.009,857.815,2133131078,8745759405,1.474,0.1721
000985.CSI,中证全指,2005/11/28,857.815,857.499,859.348,851.739,854.335,1768551336,7801336106,-3.48,-0.4057
000985.CSI,中证全指,2005/11/29,854.335,854.418,854.418,844.187,844.286,1649068486,7144847451,-10.049,-1.1762
000985.CSI,中证全指,2005/11/30,844.286,844.168,846.44,839.625,846.44,1668801987,7634455218,2.154,0.2551
000985.CSI,中证全指,2005/12/1,846.44,846.277,849.234,842.834,845.507,1397337368,6518340495,-0.933,-0.1102
000985.CSI,中证全指,2005/12/2,845.507,844.521,846.885,837.121,839.726,1890014251,8328775205,-5.781,-0.6837
000985.CSI,中证全指,2005/12/5,839.726,839.784,839.784,824.719,824.988,1868449914,8109639467,-14.738,-1.7551
000985.CSI,中证全指,2005/12/6,824.988,823.418,830.443,821.926,829.719,1685966089,7490441490,4.731,0.5735
000985.CSI,中证全指,2005/12/7,829.719,830.038,837.245,829.329,837.245,1613259173,7063123090,7.526,0.9071
000985.CSI,中证全指,2005/12/8,837.245,837.558,840.149,833.3,836.918,1700710111,7841150766,-0.327,-0.0391
000985.CSI,中证全指,2005/12/9,836.918,836.71,850.094,834.683,850.019,2181076754,9779184237,13.101,1.5654
000985.CSI,中证全指,2005/12/12,850.019,850.284,854.448,848.394,852.949,1969411618,8998971050,2.93,0.3447
000985.CSI,中证全指,2005/12/13,852.949,852.84,853.516,845.671,853.516,1829998085,8534919673,0.567,0.0665
000985.CSI,中证全指,2005/12/14,853.516,854.159,861.942,849.309,861.942,2385620060,11038432365,8.426,0.9872
000985.CSI,中证全指,2005/12/15,861.942,862.286,867.261,858.459,858.939,2640441493,12046752466,-3.003,-0.3484
000985.CSI,中证全指,2005/12/16,858.939,858.421,865.388,856.548,865.388,2031083033,9431120146,6.449,0.7508
000985.CSI,中证全指,2005/12/19,865.388,865.41,867.054,862.839,866.132,1833353446,8003431853,0.744,0.086
000985.CSI,中证全指,2005/12/20,866.132,866.056,869.292,862.409,869.292,1848788306,8244877831,3.16,0.3648
