代码,简称,日期,前收盘价,开盘价,最高价,最低价,收盘价,成交量(股),成交金额(元),涨跌,涨跌幅(%)
000995.CSI,全指公用,2012/1/5,1529.095,1524.946,1524.946,1491.049,1493.391,260112200,1429832834,-35.704,-2.335
000995.CSI,全指公用,2012/1/6,1493.391,1488.251,1504.933,1480.314,1504.382,271816300,1594251127,10.991,0.736
000995.CSI,全指公用,2012/1/9,1504.382,1503.593,1547.625,1495.446,1546.983,347356000,2030292150,42.601,2.8318
000995.CSI,全指公用,2012/1/10,1546.983,1546.059,1582.652,1540.289,1582.457,522892900,2959000526,35.474,2.2931
000995.CSI,全指公用,2012/1/11,1582.457,1582.317,1585.13,1563.846,1572.316,419378800,2468612617,-10.141,-0.6408
000995.CSI,全指公用,2012/1/12,1572.316,1568.251,1591.704,1566.548,1574.539,363219300,2299472872,2.223,0.1414
000995.CSI,全指公用,2012/1/13,1574.539,1574.227,1577.348,1527.969,1535.049,354598200,2100719715,-39.49,-2.508
000995.CSI,全指公用,2012/1/16,1535.049,1525.686,1532.699,1509.733,1510.158,188936900,1193011455,-24.891,-1.6215
000995.CSI,全指公用,2012/1/17,1510.158,1508.076,1578.003,1507.02,1576.99,364724700,2023065537,66.832,4.4255
000995.CSI,全指公用,2012/1/18,1576.99,1576.821,1589.337,1546.414,1551.236,346975300,1913698740,-25.754,-1.6331
000995.CSI,全指公用,2012/1/19,1551.236,1554.731,1578.051,1546.589,1563.304,273716600,1529109116,12.068,0.778
000995.CSI,全指公用,2012/1/20,1563.304,1566,1575.398,1560.779,1572.938,220307900,1285071318,9.634,0.6163
000995.CSI,全指公用,2012/1/30,1572.938,1574.919,1575.3,1552.608,1554.296,191882900,1121266123,-18.642,-1.1852
000995.CSI,全指公用,2012/1/31,1554.296,1555.29,1563.208,1545.236,1562.843,188682200,1057430137,8.547,0.5499
000995.CSI,全指公用,2012/2/1,1562.843,1561.251,1571.852,1549.595,1551.735,211990500,1302115238,-11.108,-0.7108
000995.CSI,全指公用,2012/2/2,1551.735,1553.369,1568.9,1545.104,1568.487,253494000,1363572512,16.752,1.0796
000995.CSI,全指公用,2012/2/3,1568.487,1566.406,1579.023,1557.593,1576.232,292962800,1666995051,7.745,0.4938
000995.CSI,全指公用,2012/2/6,1576.232,1578.107,1585.748,1566.925,1577.931,297657500,1790320805,1.699,0.1078
000995.CSI,全指公用,2012/2/7,1577.931,1570.978,1570.978,1540.921,1545.817,256578500,1465238475,-32.114,-2.0352
000995.CSI,全指公用,2012/2/8,1545.817,1544.845,1578.471,1541.026,1577.175,280241500,1682820373,31.358,2.0286
000995.CSI,全指公用,2012/2/9,1577.175,1577.656,1587.124,1572.543,1579.298,358527000,2322365471,2.123,0.1346
000995.CSI,全指公用,2012/2/10,1579.298,1575.689,1587.123,1568.295,1577.834,344633900,2108210169,-1.464,-0.0927
000995.CSI,全指公用,2012/2/13,1577.834,1570.541,1592.689,1564.109,1587.12,354330000,2336907664,9.286,0.5885
000995.CSI,全指公用,2012/2/14,1587.12,1586.466,1587.163,1575.804,1583.025,327984700,2046164832,-4.095,-0.258
000995.CSI,全指公用,2012/2/15,1583.025,1580.995,1604.803,1573.601,1604.562,409947500,2617390491,21.537,1.3605
000995.CSI,全指公用,2012/2/16,1604.562,1602.886,1629.644,1595.104,1629.118,667005700,4250138023,24.556,1.5304
000995.CSI,全指公用,2012/2/17,1629.118,1629.912,1632.983,1604.499,1615.723,457305700,3374240026,-13.395,-0.8222
000995.CSI,全指公用,2012/2/20,1615.723,1631.212,1633.358,1609.195,1610.597,381899600,2896531545,-5.126,-0.3173
000995.CSI,全指公用,2012/2/21,1610.597,1612.046,1620.361,1597.975,1620.306,330690800,2399248858,9.709,0.6028
000995.CSI,全指公用,2012/2/22,1620.306,1619.284,1631.406,1609.984,1631.406,430811100,2979775879,11.1,0.6851
000995.CSI,全指公用,2012/2/23,1631.406,1629.515,1630.608,1617.038,1628.527,410737000,2956605634,-2.879,-0.1765
000995.CSI,全指公用,2012/2/24,1628.527,1628.809,1641.573,1624.207,1641.226,568474700,3769979027,12.699,0.7798
000995.CSI,全指公用,2012/2/27,1641.226,1645.689,1670.977,1645.689,1650.607,760327300,4849445770,9.381,0.5716
000995.CSI,全指公用,2012/2/28,1650.607,1649.555,1667.888,1637.217,1664.036,687319400,4878137212,13.429,0.8136
000995.CSI,全指公用,2012/2/29,1664.036,1662.237,1664.21,1643.942,1645.193,532254600,3512114554,-18.843,-1.1324
000995.CSI,全指公用,2012/3/1,1645.193,1641.046,1659.189,1640.291,1652.185,387197100,2653980937,6.992,0.425
000995.CSI,全指公用,2012/3/2,1652.185,1655.394,1671.534,1655.394,1671.534,481798300,3489933863,19.349,1.1711
000995.CSI,全指公用,2012/3/5,1671.534,1673.963,1676.823,1650.905,1653.558,516606900,3546817319,-17.976,-1.0754
000995.CSI,全指公用,2012/3/6,1653.558,1650.419,1652.258,1632.417,1638.069,446684600,3316307177,-15.489,-0.9367
000995.CSI,全指公用,2012/3/7,1638.069,1625.523,1642.85,1623.038,1628.418,401667000,2882649453,-9.651,-0.5892
000995.CSI,全指公用,2012/3/8,1628.418,1633.253,1648.074,1632.758,1643.927,394723500,2899675366,15.509,0.9524
000995.CSI,全指公用,2012/3/9,1643.927,1646.598,1670.337,1640.586,1669.842,481344300,3308238756,25.915,1.5764
000995.CSI,全指公用,2012/3/12,1669.842,1667.342,1673.345,1657.347,1666.474,415437000,2909161986,-3.368,-0.2017
000995.CSI,全指公用,2012/3/13,1666.474,1665.111,1679.582,1663.227,1678.885,459818600,3071381885,12.411,0.7447
000995.CSI,全指公用,2012/3/14,1678.885,1683.856,1686.057,1609.842,1617.844,776073200,5258614095,-61.041,-3.6358
000995.CSI,全指公用,2012/3/15,1617.844,1615.75,1624.141,1591.911,1600.423,477180200,3050683330,-17.421,-1.0768
000995.CSI,全指公用,2012/3/16,1600.423,1600.249,1631.193,1599.866,1630.442,450423000,3012085356,30.019,1.8757
000995.CSI,全指公用,2012/3/19,1630.442,1626.463,1639.156,1614.142,1638.386,463997200,3232227089,7.944,0.4872
000995.CSI,全指公用,2012/3/20,1638.386,1638.104,1657.541,1631.66,1633.682,556773300,3731949789,-4.704,-0.2871
000995.CSI,全指公用,2012/3/21,1633.682,1639.815,1641.456,1612.19,1629.378,446018700,3192139653,-4.304,-0.2635
000995.CSI,全指公用,2012/3/22,1629.378,1627.245,1632.407,1615.945,1626.585,444323400,3703649686,-2.793,-0.1714
000995.CSI,全指公用,2012/3/23,1626.585,1622.005,1622.005,1597.583,1603.071,354813000,2840447871,-23.514,-1.4456
000995.CSI,全指公用,2012/3/26,1603.071,1602.686,1606.227,1586.846,1594.818,261409800,2143379492,-8.253,-0.5148
000995.CSI,全指公用,2012/3/27,1594.818,1598.276,1602.011,1588.102,1590.278,254908300,2096192938,-4.54,-0.2847
000995.CSI,全指公用,2012/3/28,1590.278,1585.755,1586.226,1537.876,1541.46,358767100,2517680848,-48.818,-3.0698
000995.CSI,全指公用,2012/3/29,1541.46,1537.312,1545.941,1517.19,1528.673,303269700,1979312697,-12.787,-0.8295
000995.CSI,全指公用,2012/3/30,1528.673,1530.708,1535.712,1519.42,1530.7,274947900,1660050761,2.027,0.1326
000995.CSI,全指公用,2012/4/5,1530.7,1529.525,1557.582,1526.266,1557.153,289516900,1713001177,26.453,1.7282
000995.CSI,全指公用,2012/4/6,1557.153,1555.117,1561.142,1547.478,1557.388,263011500,1839543540,0.235,0.0151
000995.CSI,全指公用,2012/4/9,1557.388,1554.068,1558.777,1541.314,1541.893,277366100,1941399935,-15.495,-0.9949
000995.CSI,全指公用,2012/4/10,1541.893,1539.154,1555.556,1520.115,1555.556,292608200,2015745886,13.663,0.8861
000995.CSI,全指公用,2012/4/11,1555.556,1543.201,1558.975,1536.372,1554.059,269110600,1745127416,-1.497,-0.0962
000995.CSI,全指公用,2012/4/12,1554.059,1554.405,1577.335,1551.282,1577.335,373235200,2315596839,23.276,1.4978
000995.CSI,全指公用,2012/4/13,1577.335,1582.015,1597.37,1576.053,1591.269,437974200,2825674932,13.934,0.8834
000995.CSI,全指公用,2012/4/16,1591.269,1585.583,1603.259,1582.035,1598.56,471586600,3096863392,7.291,0.4582
000995.CSI,全指公用,2012/4/17,1598.56,1598.246,1604.975,1576.8,1578.807,459914200,2919051914,-19.753,-1.2357
000995.CSI,全指公用,2012/4/18,1578.807,1582.248,1606.076,1577.657,1604.478,501351600,3051829381,25.671,1.626
000995.CSI,全指公用,2012/4/19,1604.478,1604.255,1607.241,1597.281,1604.239,365440900,2663850237,-0.239,-0.0149
000995.CSI,全指公用,2012/4/20,1604.239,1602.535,1616.989,1595.982,1613.292,422370300,2727561417,9.053,0.5643
000995.CSI,全指公用,2012/4/23,1613.292,1613.393,1619.696,1602.531,1608.14,477968500,3209262358,-5.152,-0.3193
000995.CSI,全指公用,2012/4/24,1608.14,1601.694,1618.616,1570.828,1598.993,474017400,3033897504,-9.147,-0.5688
000995.CSI,全指公用,2012/4/25,1598.993,1597.472,1618.175,1592.646,1614.587,481010200,3097233426,15.594,0.9752
000995.CSI,全指公用,2012/4/26,1614.587,1616.616,1619.644,1603.619,1608.978,382926900,2683607758,-5.609,-0.3474
000995.CSI,全指公用,2012/4/27,1608.978,1606.865,1611.409,1598.218,1608.34,350497400,2259703189,-0.638,-0.0397
000995.CSI,全指公用,2012/5/2,1608.34,1620.721,1637.651,1619.255,1635.248,573302000,3673090228,26.908,1.673
000995.CSI,全指公用,2012/5/3,1635.248,1629.284,1638.714,1625.279,1637.041,490030400,3271111562,1.793,0.1096
000995.CSI,全指公用,2012/5/4,1637.041,1637.349,1645.703,1625.385,1637.353,436471200,3172441688,0.312,0.0191
000995.CSI,全指公用,2012/5/7,1637.353,1631.767,1663.585,1628.92,1663.047,614223500,4123645770,25.694,1.5692
000995.CSI,全指公用,2012/5/8,1663.047,1662.267,1671.771,1656.064,1664.074,588911900,4087283980,1.027,0.0618
000995.CSI,全指公用,2012/5/9,1664.074,1657.48,1657.48,1636.333,1638.837,449398200,3039919850,-25.237,-1.5166
000995.CSI,全指公用,2012/5/10,1638.837,1639.306,1647.531,1636.514,1645.497,313419600,2212624568,6.66,0.4064
000995.CSI,全指公用,2012/5/11,1645.497,1641.091,1650.293,1636.829,1637.827,320516800,2193446194,-7.67,-0.4661
000995.CSI,全指公用,2012/5/14,1637.827,1647.254,1655.533,1633.573,1640.346,389326100,2772014767,2.519,0.1538
000995.CSI,全指公用,2012/5/15,1640.346,1630.153,1635.2,1617.952,1634.223,326646400,2254254336,-6.123,-0.3733
000995.CSI,全指公用,2012/5/16,1634.223,1631.087,1634.471,1616.85,1617.004,281683000,1907004816,-17.219,-1.0537
000995.CSI,全指公用,2012/5/17,1617.004,1617.536,1640.385,1610.865,1637.137,334562200,2240742512,20.133,1.2451
000995.CSI,全指公用,2012/5/18,1637.137,1628.972,1634.297,1621.779,1629.167,325645300,2216595068,-7.97,-0.4868
000995.CSI,全指公用,2012/5/21,1629.167,1625.856,1635.092,1619.548,1625.743,274293700,1896125023,-3.424,-0.2102
000995.CSI,全指公用,2012/5/22,1625.743,1629.095,1635.995,1624.909,1635.009,263830600,1799553859,9.266,0.57
000995.CSI,全指公用,2012/5/23,1635.009,1632.566,1632.566,1614.582,1626.962,245585800,1698172296,-8.047,-0.4922
000995.CSI,全指公用,2012/5/24,1626.962,1621.614,1625.093,1604.852,1606.655,226964100,1501321075,-20.307,-1.2482
000995.CSI,全指公用,2012/5/25,1606.655,1607.563,1611.181,1593.325,1598.499,220846900,1517986532,-8.156,-0.5076
000995.CSI,全指公用,2012/5/28,1598.499,1595.348,1610.574,1578.034,1610.153,294209500,1983863191,11.654,0.7291
000995.CSI,全指公用,2012/5/29,1610.153,1608.442,1625.745,1605.072,1622.711,338177000,2320685626,12.558,0.7799
000995.CSI,全指公用,2012/5/30,1622.711,1621.975,1630.215,1615.397,1624.973,364108300,2531945885,2.262,0.1394
000995.CSI,全指公用,2012/5/31,1624.973,1618.622,1632.163,1615.109,1624.821,335852500,2273364983,-0.152,-0.0094
000995.CSI,全指公用,2012/6/1,1624.821,1624.574,1632.369,1616.65,1626.907,316662800,1965590145,2.086,0.1284
000995.CSI,全指公用,2012/6/4,1626.907,1607.997,1610.445,1593.97,1595.286,382863600,2381602262,-31.621,-1.9436
000995.CSI,全指公用,2012/6/5,1595.286,1597.069,1640.467,1590.461,1624.103,481568600,2631068947,28.817,1.8064
000995.CSI,全指公用,2012/6/6,1624.103,1623.772,1634.143,1621.409,1628.173,396720100,2213354846,4.07,0.2506
000995.CSI,全指公用,2012/6/7,1628.173,1639.488,1644.708,1621.756,1624.111,383315300,2255679126,-4.062,-0.2495
000995.CSI,全指公用,2012/6/8,1624.111,1633.141,1639.515,1620.623,1625.501,443466400,2766360226,1.39,0.0856
000995.CSI,全指公用,2012/6/11,1625.501,1627.259,1643.803,1624.898,1642.686,419993100,2633752026,17.185,1.0572
000995.CSI,全指公用,2012/6/12,1642.686,1631.507,1632.325,1621.363,1627.483,275463300,1757391067,-15.203,-0.9255
000995.CSI,全指公用,2012/6/13,1627.483,1628.639,1683.395,1628.596,1681.916,776771200,4382113016,54.433,3.3446
000995.CSI,全指公用,2012/6/14,1681.916,1676.463,1710.093,1672.987,1688.364,845812300,4719850620,6.448,0.3834
000995.CSI,全指公用,2012/6/15,1688.364,1688.616,1710.647,1674.905,1696.884,572758800,3554749496,8.52,0.5046
000995.CSI,全指公用,2012/6/18,1696.884,1702.349,1712.965,1700.537,1704.11,521845000,3336368848,7.226,0.4258
000995.CSI,全指公用,2012/6/19,1704.11,1702.614,1704.177,1687.075,1691.796,454064000,2801025903,-12.314,-0.7226
000995.CSI,全指公用,2012/6/20,1691.796,1692.774,1697.523,1675.076,1683.047,394022400,2449862924,-8.749,-0.5171
000995.CSI,全指公用,2012/6/21,1683.047,1679.795,1684.801,1665.071,1678.751,332877900,2171841321,-4.296,-0.2553
000995.CSI,全指公用,2012/6/25,1678.751,1673.496,1697.385,1671.57,1676.228,415256700,2559491589,-2.523,-0.1503
000995.CSI,全指公用,2012/6/26,1676.228,1668.973,1671.506,1648.699,1662.929,307966500,1885274171,-13.299,-0.7934
000995.CSI,全指公用,2012/6/27,1662.929,1660.766,1672.561,1659.586,1663.433,310373200,1903114903,0.504,0.0303
000995.CSI,全指公用,2012/6/28,1663.433,1666.049,1670.911,1649.586,1652.995,346358600,2092932181,-10.438,-0.6275
000995.CSI,全指公用,2012/6/29,1652.995,1648.414,1663.213,1641.826,1656.376,365311500,2251263461,3.381,0.2045
000995.CSI,全指公用,2012/7/2,1656.376,1655.712,1663.499,1635.497,1662.976,435500600,2722946389,6.6,0.3985
000995.CSI,全指公用,2012/7/3,1662.976,1659.058,1666.022,1644.754,1649.776,330262300,2142154458,-13.2,-0.7938
000995.CSI,全指公用,2012/7/4,1649.776,1651.395,1654.394,1635.406,1645.812,313981400,1919623539,-3.964,-0.2403
000995.CSI,全指公用,2012/7/5,1645.812,1639.769,1640.505,1626.357,1629.994,327215300,2262201621,-15.818,-0.9611
000995.CSI,全指公用,2012/7/6,1629.994,1636.75,1656.071,1628.877,1655.568,356781600,2356187937,25.574,1.569
000995.CSI,全指公用,2012/7/9,1655.568,1650.158,1671.616,1643.172,1651.201,527087600,2976726818,-4.367,-0.2638
000995.CSI,全指公用,2012/7/10,1651.201,1647.84,1656.874,1636.023,1652.921,458205100,2504406352,1.72,0.1042
000995.CSI,全指公用,2012/7/11,1652.921,1651.887,1671.369,1641.046,1651.605,457743800,2663528176,-1.316,-0.0796
000995.CSI,全指公用,2012/7/12,1651.605,1648.243,1648.739,1628.059,1647.419,404178100,2525616324,-4.186,-0.2535
000995.CSI,全指公用,2012/7/13,1647.419,1643.478,1652.29,1630.475,1639.538,275306500,1720889497,-7.881,-0.4784
000995.CSI,全指公用,2012/7/16,1639.538,1640.576,1651.191,1611.102,1612.184,341449700,2059042091,-27.354,-1.6684
000995.CSI,全指公用,2012/7/17,1612.184,1609.71,1619.368,1604.408,1617.492,239241300,1424263633,5.308,0.3292
000995.CSI,全指公用,2012/7/18,1617.492,1619.172,1638.419,1614.328,1637.42,365778400,1920312687,19.928,1.232
000995.CSI,全指公用,2012/7/19,1637.42,1636.804,1649.046,1629.048,1641.187,308085800,1935925493,3.767,0.2301
000995.CSI,全指公用,2012/7/20,1641.187,1638.397,1645.669,1624.594,1631.24,265848600,1769888163,-9.947,-0.6061
000995.CSI,全指公用,2012/7/23,1631.24,1624.383,1626.484,1608.772,1625.542,236719200,1509755636,-5.698,-0.3493
000995.CSI,全指公用,2012/7/24,1625.542,1617.582,1628.118,1612.631,1623.743,218097200,1377628492,-1.799,-0.1107
000995.CSI,全指公用,2012/7/25,1623.743,1618.412,1624.562,1606.909,1607.378,176933600,1135618267,-16.365,-1.0079
000995.CSI,全指公用,2012/7/26,1607.378,1606.088,1614.763,1591.826,1595.675,223087100,1337887854,-11.703,-0.7281
000995.CSI,全指公用,2012/7/27,1595.675,1598.592,1600.388,1575.944,1585.74,213099400,1247209743,-9.935,-0.6226
000995.CSI,全指公用,2012/7/30,1585.74,1582.111,1587.25,1564.846,1568.049,200709100,1179928045,-17.691,-1.1156
000995.CSI,全指公用,2012/7/31,1568.049,1568.701,1571.053,1557.759,1560.401,180900400,1054119852,-7.648,-0.4877
000995.CSI,全指公用,2012/8/1,1560.401,1562.069,1585.31,1560.388,1580.523,197543900,1129732548,20.122,1.2895
000995.CSI,全指公用,2012/8/2,1580.523,1579.67,1589.769,1572.452,1580.169,180051200,1053307197,-0.354,-0.0224
000995.CSI,全指公用,2012/8/3,1580.169,1581.848,1601.569,1580.488,1600.927,221491600,1304888391,20.758,1.3137
000995.CSI,全指公用,2012/8/6,1600.927,1600.006,1611.11,1592.596,1610.234,303909200,1858078767,9.307,0.5814
000995.CSI,全指公用,2012/8/7,1610.234,1608.091,1608.297,1593.606,1601.337,305275900,1765593294,-8.897,-0.5525
000995.CSI,全指公用,2012/8/8,1601.337,1598.957,1602.649,1589.394,1595.02,244567300,1473532098,-6.317,-0.3945
000995.CSI,全指公用,2012/8/9,1595.02,1594.528,1605.026,1585.839,1603.112,284193500,1698495283,8.092,0.5073
000995.CSI,全指公用,2012/8/10,1603.112,1604.928,1620.308,1603.566,1617.903,362523200,2197341755,14.791,0.9226
000995.CSI,全指公用,2012/8/13,1617.903,1616.007,1616.007,1595.754,1597.61,378899000,2510009981,-20.293,-1.2543
000995.CSI,全指公用,2012/8/14,1597.61,1596.332,1603.011,1584.412,1601.231,342683700,2184573824,3.621,0.2267
000995.CSI,全指公用,2012/8/15,1601.231,1600.72,1601.512,1582.15,1583.849,336189600,2007903693,-17.382,-1.0855
000995.CSI,全指公用,2012/8/16,1583.849,1580.239,1584.99,1572.659,1575.698,227162700,1361703237,-8.151,-0.5146
000995.CSI,全指公用,2012/8/17,1575.698,1572.751,1582.245,1564.548,1577.705,200959800,1168589900,2.007,0.1274
000995.CSI,全指公用,2012/8/20,1577.705,1569.924,1580.279,1561.916,1576.939,193164100,1153226053,-0.766,-0.0486
000995.CSI,全指公用,2012/8/21,1576.939,1578.653,1597.429,1576.116,1590.744,314999500,2029841619,13.805,0.8754
000995.CSI,全指公用,2012/8/22,1590.744,1590.136,1595.376,1583.086,1591.25,301652900,1952277938,0.506,0.0318
000995.CSI,全指公用,2012/8/23,1591.25,1588.797,1595.742,1581.654,1591.352,243994600,1495633146,0.102,0.0064
000995.CSI,全指公用,2012/8/24,1591.352,1585.301,1585.457,1565.352,1566.781,240788600,1542932229,-24.571,-1.544
000995.CSI,全指公用,2012/8/27,1566.781,1564.042,1564.245,1538.686,1540.385,259262500,1518279446,-26.396,-1.6847
000995.CSI,全指公用,2012/8/28,1540.385,1538.089,1546.742,1531.363,1539.642,253656200,1683027179,-0.743,-0.0482
000995.CSI,全指公用,2012/8/29,1539.642,1535.52,1538.063,1525.106,1527.853,243940500,1629331857,-11.789,-0.7657
000995.CSI,全指公用,2012/8/30,1527.853,1521.165,1529.718,1502.94,1517.875,226406300,1462145489,-9.978,-0.6531
000995.CSI,全指公用,2012/8/31,1517.875,1513.3,1521.099,1511.228,1517.625,159185300,1037824765,-0.25,-0.0165
000995.CSI,全指公用,2012/9/3,1517.625,1512.283,1524.809,1510.048,1521.46,205542300,1260426049,3.835,0.2527
000995.CSI,全指公用,2012/9/4,1521.46,1518.981,1522.126,1500.491,1503.817,207449100,1194546627,-17.643,-1.1596
000995.CSI,全指公用,2012/9/5,1503.817,1502.734,1529.348,1497.214,1522.859,291749000,1797063247,19.042,1.2662
000995.CSI,全指公用,2012/9/6,1522.859,1524.827,1529.172,1517.951,1528.097,212356500,1403326004,5.238,0.344
000995.CSI,全指公用,2012/9/7,1528.097,1535.59,1584.01,1534.089,1569.206,581987100,3636724061,41.109,2.6902
000995.CSI,全指公用,2012/9/10,1569.206,1568.214,1568.739,1556.794,1568.581,383082100,2441238278,-0.625,-0.0398
000995.CSI,全指公用,2012/9/11,1568.581,1563.779,1563.779,1543.988,1554.13,261228600,1642024521,-14.451,-0.9213
000995.CSI,全指公用,2012/9/12,1554.13,1557.743,1562.649,1535.72,1548.346,333570300,2075002359,-5.784,-0.3722
000995.CSI,全指公用,2012/9/13,1548.346,1547.288,1552.32,1531.888,1533.833,312081200,1974946803,-14.513,-0.9373
000995.CSI,全指公用,2012/9/14,1533.833,1539.257,1542.264,1520.523,1528.796,311042300,1869921470,-5.037,-0.3284
000995.CSI,全指公用,2012/9/17,1528.796,1527.533,1527.745,1497.69,1499.105,248273600,1497085171,-29.691,-1.9421
000995.CSI,全指公用,2012/9/18,1499.105,1495.957,1496.97,1485.529,1489.038,159750500,947151741,-10.067,-0.6715
000995.CSI,全指公用,2012/9/19,1489.038,1490.234,1494.89,1485.476,1493.404,163767000,947492510,4.366,0.2932
000995.CSI,全指公用,2012/9/20,1493.404,1489.78,1490.194,1451.89,1452.641,223776700,1274931063,-40.763,-2.7295
000995.CSI,全指公用,2012/9/21,1452.641,1450.815,1472.187,1449.386,1459.381,258265900,1405822641,6.74,0.464
000995.CSI,全指公用,2012/9/24,1459.381,1451.457,1461.786,1436.785,1455.968,181342400,1059806985,-3.413,-0.2339
000995.CSI,全指公用,2012/9/25,1455.968,1453.788,1457.323,1443.242,1448.871,168240500,953803696,-7.097,-0.4874
000995.CSI,全指公用,2012/9/26,1448.871,1447.903,1450.355,1427.307,1428.613,173194300,965010826,-20.258,-1.3982
000995.CSI,全指公用,2012/9/27,1428.613,1429.136,1468.731,1427.57,1458.942,277003000,1570878912,30.329,2.123
000995.CSI,全指公用,2012/9/28,1458.942,1449.309,1487.946,1446.06,1485.474,354760900,1996912728,26.532,1.8186
000995.CSI,全指公用,2012/10/8,1485.474,1484.494,1492.252,1471.621,1478.33,217371500,1257864555,-7.144,-0.4809
000995.CSI,全指公用,2012/10/9,1478.33,1482.674,1508.832,1482.674,1505.227,358987800,2255060116,26.897,1.8194
000995.CSI,全指公用,2012/10/10,1505.227,1501.549,1504.849,1493.226,1503.278,282428900,1743956614,-1.949,-0.1295
000995.CSI,全指公用,2012/10/11,1503.278,1502.488,1504.048,1492.123,1493.57,260694200,1645147759,-9.708,-0.6458
000995.CSI,全指公用,2012/10/12,1493.57,1496.975,1508.199,1481.546,1491.021,239924100,1431618364,-2.549,-0.1707
000995.CSI,全指公用,2012/10/15,1491.021,1493.881,1494.699,1478.124,1489.157,223351200,1414705104,-1.864,-0.125
000995.CSI,全指公用,2012/10/16,1489.157,1488.695,1491.811,1480.032,1482.684,235783700,1644670485,-6.473,-0.4347
000995.CSI,全指公用,2012/10/17,1482.684,1487.592,1489.891,1473.191,1485.062,255111700,1375363244,2.378,0.1604
000995.CSI,全指公用,2012/10/18,1485.062,1487.98,1508.028,1486.561,1504.481,377681000,2314786960,19.419,1.3076
000995.CSI,全指公用,2012/10/19,1504.481,1505.118,1505.179,1492.865,1497.176,336206600,1905417111,-7.305,-0.4855
000995.CSI,全指公用,2012/10/22,1497.176,1493.679,1509.01,1488.621,1507.419,276044600,1589734077,10.243,0.6842
000995.CSI,全指公用,2012/10/23,1507.419,1507.485,1508.031,1494.289,1497.789,282042400,1808088164,-9.63,-0.6388
000995.CSI,全指公用,2012/10/24,1497.789,1494.909,1522.114,1492.741,1519.865,447889500,2511225752,22.076,1.4739
000995.CSI,全指公用,2012/10/25,1519.865,1521.687,1539.019,1516.398,1516.924,475419300,2632335215,-2.941,-0.1935
000995.CSI,全指公用,2012/10/26,1516.924,1521.386,1523.109,1491.816,1501.462,388160900,2050648826,-15.462,-1.0193
000995.CSI,全指公用,2012/10/29,1501.462,1498.301,1502.16,1484.031,1491.284,254170700,1289606499,-10.178,-0.6779
000995.CSI,全指公用,2012/10/30,1491.284,1490.532,1497.206,1482.04,1487.021,260436500,1400004804,-4.263,-0.2859
000995.CSI,全指公用,2012/10/31,1487.021,1486.387,1497.787,1473.076,1497.464,331461300,1808693010,10.443,0.7023
000995.CSI,全指公用,2012/11/1,1497.464,1493.889,1516.825,1491.483,1513.526,348721800,1985144138,16.062,1.0726
000995.CSI,全指公用,2012/11/2,1513.526,1513.591,1522.049,1504.99,1520.107,263169700,1489088420,6.581,0.4348
000995.CSI,全指公用,2012/11/5,1520.107,1519.165,1530.738,1518.112,1521.385,358945700,2097189216,1.278,0.0841
000995.CSI,全指公用,2012/11/6,1521.385,1522.415,1527.635,1502.947,1523.596,332167600,1902533456,2.211,0.1453
000995.CSI,全指公用,2012/11/7,1523.596,1522.296,1526.937,1514.668,1521.564,279676500,1486448402,-2.032,-0.1334
000995.CSI,全指公用,2012/11/8,1521.564,1513.191,1516.517,1495.339,1496.972,381829200,2021396118,-24.592,-1.6162
000995.CSI,全指公用,2012/11/9,1496.972,1492.266,1500.677,1489.032,1493.646,286127400,1500037498,-3.326,-0.2222
000995.CSI,全指公用,2012/11/12,1493.646,1493.835,1512.085,1493.719,1507.042,305936300,1617093750,13.396,0.8969
000995.CSI,全指公用,2012/11/13,1507.042,1507.635,1507.957,1482.216,1486.131,308518400,1635614094,-20.911,-1.3876
000995.CSI,全指公用,2012/11/14,1486.131,1485.355,1492.981,1482.353,1491.78,258918500,1330073212,5.649,0.3801
000995.CSI,全指公用,2012/11/15,1491.78,1485.755,1489.648,1466.943,1469.851,263542500,1376189813,-21.929,-1.47
000995.CSI,全指公用,2012/11/16,1469.851,1467.558,1471.868,1452.42,1461.396,258475300,1419104510,-8.455,-0.5752
000995.CSI,全指公用,2012/11/19,1461.396,1460.41,1466.639,1449.029,1465.851,241183500,1282360910,4.455,0.3048
000995.CSI,全指公用,2012/11/20,1465.851,1467.806,1476.72,1465.916,1473.405,307503500,1726541001,7.554,0.5153
000995.CSI,全指公用,2012/11/21,1473.405,1472.77,1488.064,1464.043,1486.483,270180100,1475429666,13.078,0.8876
000995.CSI,全指公用,2012/11/22,1486.483,1483.739,1486.828,1477.118,1480.963,240477600,1284058616,-5.52,-0.3713
000995.CSI,全指公用,2012/11/23,1480.963,1484.345,1493.613,1480.465,1490.982,281810100,1532060317,10.019,0.6765
000995.CSI,全指公用,2012/11/26,1490.982,1486.479,1493.173,1480.518,1482.139,235238700,1329693150,-8.843,-0.5931
000995.CSI,全指公用,2012/11/27,1482.139,1478.164,1478.297,1451.208,1453.763,305958900,1591599931,-28.376,-1.9145
000995.CSI,全指公用,2012/11/28,1453.763,1449.486,1449.487,1424.316,1431.785,257721900,1248950068,-21.978,-1.5118
000995.CSI,全指公用,2012/11/29,1431.785,1430.42,1436.241,1422.343,1424.204,246840800,1209991614,-7.581,-0.5295
000995.CSI,全指公用,2012/11/30,1424.204,1422.797,1445.376,1420.712,1444.525,257368800,1219224405,20.321,1.4268
